;title;processId;processName;priority;ownedBy;processNumber;createdBy;state;createdDate;updatedDate;processDN;levels;href
422;Instance #170065 of Verification;170065;Verification;5;Public Works.ProcessOwner;203582;flip@profmap.com;OPEN;2019-12-29T14:21:49.000Z;2020-03-24T09:54:24.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170065
423;Instance #170067 of Verification;170067;Verification;5;Public Works.ProcessOwner;203584;flip@profmap.com;OPEN;2019-12-29T14:21:58.000Z;2020-02-28T06:48:18.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170067
424;Instance #170069 of Verification;170069;Verification;5;Public Works.ProcessOwner;203586;flip@profmap.com;OPEN;2019-12-29T14:22:12.000Z;2020-03-18T09:54:27.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170069
425;Instance #170071 of Verification;170071;Verification;5;Public Works.ProcessOwner;203588;flip@profmap.com;OPEN;2019-12-29T14:22:21.000Z;2019-12-29T14:22:21.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170071
426;Instance #170073 of Verification;170073;Verification;5;Public Works.ProcessOwner;203590;flip@profmap.com;OPEN;2019-12-29T14:22:31.000Z;2019-12-29T14:22:31.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170073
427;Instance #170075 of Verification;170075;Verification;5;Public Works.ProcessOwner;203592;flip@profmap.com;OPEN;2019-12-29T14:22:58.000Z;2020-03-16T13:02:42.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170075
428;Instance #170077 of Verification;170077;Verification;5;Public Works.ProcessOwner;203594;flip@profmap.com;OPEN;2019-12-29T14:23:11.000Z;2020-03-10T13:59:13.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170077
429;Instance #170079 of Verification;170079;Verification;5;Public Works.ProcessOwner;203596;flip@profmap.com;OPEN;2019-12-29T14:23:33.000Z;2020-04-01T06:42:09.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170079
430;Instance #170081 of Verification;170081;Verification;5;Public Works.ProcessOwner;203598;flip@profmap.com;OPEN;2019-12-29T14:23:44.000Z;2020-03-11T10:23:58.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170081
431;Instance #170083 of Verification;170083;Verification;5;Public Works.ProcessOwner;203600;flip@profmap.com;OPEN;2019-12-29T14:23:53.000Z;2020-03-11T10:24:00.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170083
432;Instance #170085 of Verification;170085;Verification;5;Public Works.ProcessOwner;203602;flip@profmap.com;OPEN;2019-12-29T14:24:05.000Z;2020-03-11T10:24:07.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170085
433;Instance #170087 of Verification;170087;Verification;5;Public Works.ProcessOwner;203604;flip@profmap.com;OPEN;2019-12-29T14:24:14.000Z;2020-03-11T10:24:10.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170087
434;Instance #170089 of Verification;170089;Verification;5;Public Works.ProcessOwner;203606;flip@profmap.com;OPEN;2019-12-29T14:24:26.000Z;2020-03-11T10:24:12.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170089
435;Instance #170091 of Verification;170091;Verification;5;Public Works.ProcessOwner;203608;flip@profmap.com;OPEN;2019-12-29T14:24:36.000Z;2020-03-11T10:24:17.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170091
436;Instance #170093 of Verification;170093;Verification;5;Public Works.ProcessOwner;203610;flip@profmap.com;OPEN;2019-12-29T14:24:49.000Z;2020-03-11T10:24:19.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170093
437;Instance #170095 of Verification;170095;Verification;5;Public Works.ProcessOwner;203612;flip@profmap.com;OPEN;2019-12-29T14:25:00.000Z;2020-03-11T10:24:21.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170095
438;Instance #170097 of Verification;170097;Verification;5;Public Works.ProcessOwner;203614;flip@profmap.com;OPEN;2019-12-29T14:25:08.000Z;2020-03-11T10:24:26.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170097
439;Instance #170099 of Verification;170099;Verification;5;Public Works.ProcessOwner;203616;flip@profmap.com;OPEN;2019-12-29T14:25:23.000Z;2020-04-01T09:25:27.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170099
440;Instance #170101 of Verification;170101;Verification;5;Public Works.ProcessOwner;203618;flip@profmap.com;OPEN;2019-12-29T14:25:41.000Z;2020-03-11T10:24:28.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170101
441;Instance #170103 of Verification;170103;Verification;5;Public Works.ProcessOwner;203620;flip@profmap.com;OPEN;2019-12-29T14:25:50.000Z;2020-03-11T10:24:31.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170103
442;Instance #170105 of Verification;170105;Verification;5;Public Works.ProcessOwner;203622;flip@profmap.com;OPEN;2019-12-29T14:26:01.000Z;2020-03-11T10:24:35.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170105
443;Instance #170107 of Verification;170107;Verification;5;Public Works.ProcessOwner;203624;flip@profmap.com;OPEN;2019-12-29T14:26:10.000Z;2020-03-11T10:24:37.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170107
444;Instance #170109 of Verification;170109;Verification;5;Public Works.ProcessOwner;203626;flip@profmap.com;OPEN;2019-12-29T14:26:19.000Z;2020-03-11T10:24:40.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170109
445;Instance #170111 of Verification;170111;Verification;5;Public Works.ProcessOwner;203628;flip@profmap.com;OPEN;2019-12-29T14:26:27.000Z;2020-03-11T10:24:43.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170111
446;Instance #170113 of Verification;170113;Verification;5;Public Works.ProcessOwner;203630;flip@profmap.com;OPEN;2019-12-29T14:26:37.000Z;2020-03-11T10:24:47.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170113
447;Instance #170115 of Verification;170115;Verification;5;Public Works.ProcessOwner;203632;flip@profmap.com;OPEN;2019-12-29T14:26:45.000Z;2020-03-11T10:24:49.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170115
448;Instance #170117 of Verification;170117;Verification;5;Public Works.ProcessOwner;203634;flip@profmap.com;OPEN;2019-12-29T14:26:54.000Z;2020-03-11T10:24:52.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170117
449;Instance #170119 of Verification;170119;Verification;5;Public Works.ProcessOwner;203636;flip@profmap.com;OPEN;2019-12-29T14:27:14.000Z;2020-04-06T10:39:08.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170119
450;Instance #170121 of Verification;170121;Verification;5;Public Works.ProcessOwner;203638;flip@profmap.com;OPEN;2019-12-29T14:27:23.000Z;2020-03-11T10:24:56.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170121
451;Instance #170123 of Verification;170123;Verification;5;Public Works.ProcessOwner;203640;flip@profmap.com;OPEN;2019-12-29T14:27:31.000Z;2020-03-11T10:24:59.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170123
452;Instance #160035 of Verification;160035;Verification;5;Public Works.ProcessOwner;203642;flip@profmap.com;OPEN;2019-12-29T14:27:59.000Z;2020-03-11T10:23:00.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160035
453;Instance #160037 of Verification;160037;Verification;5;Public Works.ProcessOwner;203644;flip@profmap.com;OPEN;2019-12-29T14:28:13.000Z;2020-03-11T10:23:05.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160037
454;Instance #160039 of Verification;160039;Verification;5;Public Works.ProcessOwner;203646;flip@profmap.com;OPEN;2019-12-29T14:28:21.000Z;2020-03-11T10:23:08.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160039
455;Instance #160041 of Verification;160041;Verification;5;Public Works.ProcessOwner;203648;flip@profmap.com;OPEN;2019-12-29T14:28:36.000Z;2020-03-11T10:23:10.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160041
456;Instance #160043 of Verification;160043;Verification;5;Public Works.ProcessOwner;203650;flip@profmap.com;OPEN;2019-12-29T14:28:46.000Z;2020-03-11T10:23:13.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160043
457;Instance #160045 of Verification;160045;Verification;5;Public Works.ProcessOwner;203652;flip@profmap.com;OPEN;2019-12-29T14:28:55.000Z;2020-03-11T10:23:17.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160045
458;Instance #160047 of Verification;160047;Verification;5;Public Works.ProcessOwner;203654;flip@profmap.com;OPEN;2019-12-29T14:29:08.000Z;2020-03-11T10:23:19.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160047
459;Instance #160049 of Verification;160049;Verification;5;Public Works.ProcessOwner;203656;flip@profmap.com;OPEN;2019-12-29T14:29:21.000Z;2020-04-22T07:46:40.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160049
460;Instance #160051 of Verification;160051;Verification;5;Public Works.ProcessOwner;203658;flip@profmap.com;OPEN;2019-12-29T14:29:31.000Z;2020-03-11T10:23:22.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160051
461;Instance #160053 of Verification;160053;Verification;5;Public Works.ProcessOwner;203660;flip@profmap.com;OPEN;2019-12-29T14:29:40.000Z;2020-03-11T10:23:26.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160053
462;Instance #160055 of Verification;160055;Verification;5;Public Works.ProcessOwner;203662;flip@profmap.com;OPEN;2019-12-29T14:29:49.000Z;2020-03-11T10:23:29.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160055
463;Instance #160057 of Verification;160057;Verification;5;Public Works.ProcessOwner;203664;flip@profmap.com;OPEN;2019-12-29T14:29:58.000Z;2020-03-11T10:23:33.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160057
464;Instance #160059 of Verification;160059;Verification;5;Public Works.ProcessOwner;203666;flip@profmap.com;OPEN;2019-12-29T14:30:08.000Z;2020-03-11T10:23:37.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160059
465;Instance #160061 of Verification;160061;Verification;5;Public Works.ProcessOwner;203668;flip@profmap.com;OPEN;2019-12-29T14:30:18.000Z;2020-03-11T10:23:39.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160061
466;Instance #160063 of Verification;160063;Verification;5;Public Works.ProcessOwner;203670;flip@profmap.com;OPEN;2019-12-29T14:30:27.000Z;2020-03-11T10:23:41.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160063
467;Instance #160065 of Verification;160065;Verification;5;Public Works.ProcessOwner;203672;flip@profmap.com;OPEN;2019-12-29T14:30:35.000Z;2020-03-11T10:23:46.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160065
468;Instance #160067 of Verification;160067;Verification;5;Public Works.ProcessOwner;203674;flip@profmap.com;OPEN;2019-12-29T14:30:45.000Z;2020-03-11T10:23:48.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160067
469;Instance #170125 of Verification;170125;Verification;5;Public Works.ProcessOwner;203676;flip@profmap.com;OPEN;2019-12-29T14:32:17.000Z;2020-03-12T12:41:34.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170125
470;Instance #170127 of Verification;170127;Verification;5;Public Works.ProcessOwner;203678;flip@profmap.com;OPEN;2019-12-29T14:32:27.000Z;2020-03-11T10:25:03.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170127
471;Instance #170129 of Verification;170129;Verification;5;Public Works.ProcessOwner;203680;flip@profmap.com;OPEN;2019-12-29T14:32:36.000Z;2020-03-11T10:25:07.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170129
472;Instance #170131 of Verification;170131;Verification;5;Public Works.ProcessOwner;203682;flip@profmap.com;OPEN;2019-12-29T16:53:48.000Z;2020-04-12T09:17:25.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170131
473;Instance #170133 of Verification;170133;Verification;5;Public Works.ProcessOwner;203684;flip@profmap.com;OPEN;2019-12-29T16:55:41.000Z;2020-03-26T11:10:05.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170133
474;Instance #170135 of Verification;170135;Verification;5;Public Works.ProcessOwner;203686;flip@profmap.com;OPEN;2019-12-29T16:58:14.000Z;2020-05-10T19:35:56.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170135
475;Instance #170137 of Verification;170137;Verification;5;Public Works.ProcessOwner;203688;flip@profmap.com;OPEN;2019-12-29T16:58:23.000Z;2020-03-24T10:45:56.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/170137
476;Instance #160069 of Verification;160069;Verification;5;Public Works.ProcessOwner;203690;flip@profmap.com;OPEN;2019-12-30T19:03:06.000Z;2019-12-30T19:03:08.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160069
477;Instance #160071 of Verification;160071;Verification;5;Public Works.ProcessOwner;203692;flip@profmap.com;OPEN;2019-12-30T21:47:19.000Z;2019-12-30T21:47:21.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160071
478;Instance #160094 of Verification;160094;Verification;5;Public Works.ProcessOwner;203721;danelle;OPEN;2020-01-08T12:51:20.000Z;2020-03-11T10:23:51.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/160094
479;Instance #180004 of Verification;180004;Verification;5;Public Works.ProcessOwner;203746;flip@profmap.com;OPEN;2020-01-09T08:03:31.000Z;2020-01-09T08:03:32.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180004
480;Instance #190022 of Verification;190022;Verification;5;Public Works.ProcessOwner;203756;sam@profmap.com;OPEN;2020-01-09T10:46:11.000Z;2020-01-09T10:46:13.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190022
481;Instance #180009 of Verification;180009;Verification;5;Public Works.ProcessOwner;203764;flip@profmap.com;OPEN;2020-01-09T12:37:00.000Z;2020-01-09T12:37:01.000Z;oracleinternalpcs~Public_Works!3.1~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180009
482;Instance #190029 of Verification;190029;Verification;5;Public Works.ProcessOwner;203767;danelle;OPEN;2020-01-09T12:46:09.000Z;2020-04-06T09:23:17.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190029
483;Instance #180011 of Verification;180011;Verification;5;Public Works.ProcessOwner;203769;danelle;OPEN;2020-01-09T12:49:11.000Z;2020-03-11T07:34:20.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180011
484;Instance #180013 of Verification;180013;Verification;5;Public Works.ProcessOwner;203771;danelle;OPEN;2020-01-09T12:51:46.000Z;2020-03-12T09:47:09.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180013
485;Instance #180015 of Verification;180015;Verification;5;Public Works.ProcessOwner;203773;danelle;OPEN;2020-01-09T12:54:28.000Z;2020-04-02T07:04:53.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180015
486;Instance #190032 of Verification;190032;Verification;5;Public Works.ProcessOwner;203776;danelle;OPEN;2020-01-09T12:55:13.000Z;2020-04-28T17:42:54.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190032
487;Instance #190034 of Verification;190034;Verification;5;Public Works.ProcessOwner;203778;danelle;OPEN;2020-01-09T13:06:45.000Z;2020-03-10T08:39:53.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190034
488;Instance #180017 of Verification;180017;Verification;5;Public Works.ProcessOwner;203781;sam@profmap.com;OPEN;2020-01-09T13:21:38.000Z;2020-01-09T13:34:22.000Z;oracleinternalpcs~Public_Works!3.1~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180017
489;Instance #190037 of Verification;190037;Verification;5;Public Works.ProcessOwner;203784;sam@profmap.com;OPEN;2020-01-09T13:29:19.000Z;2020-01-09T13:29:20.000Z;oracleinternalpcs~Public_Works!3.1~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190037
490;Instance #180020 of Verification;180020;Verification;5;Public Works.ProcessOwner;203786;danelle;OPEN;2020-01-09T13:31:22.000Z;2020-04-23T08:57:55.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180020
491;Instance #180022 of Verification;180022;Verification;5;Public Works.ProcessOwner;203788;danelle;OPEN;2020-01-09T13:31:52.000Z;2020-03-23T11:04:31.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180022
492;Instance #180024 of Verification;180024;Verification;5;Public Works.ProcessOwner;203790;danelle;OPEN;2020-01-09T13:32:42.000Z;2020-04-15T07:11:26.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180024
493;Instance #180027 of Verification;180027;Verification;5;Public Works.ProcessOwner;203794;danelle;OPEN;2020-01-09T13:45:25.000Z;2020-03-25T09:48:52.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180027
494;Instance #190040 of Verification;190040;Verification;5;Public Works.ProcessOwner;203796;danelle;OPEN;2020-01-09T13:45:51.000Z;2020-04-01T07:36:08.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/190040
495;Instance #180029 of Verification;180029;Verification;5;Public Works.ProcessOwner;203798;danelle;OPEN;2020-01-09T13:46:14.000Z;2020-04-12T09:05:03.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180029
496;Instance #180031 of Verification;180031;Verification;5;Public Works.ProcessOwner;203800;danelle;OPEN;2020-01-09T13:46:43.000Z;2020-03-19T12:45:07.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180031
497;Instance #180033 of Verification;180033;Verification;5;Public Works.ProcessOwner;203802;danelle;OPEN;2020-01-09T13:47:16.000Z;2020-04-04T10:17:10.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180033
498;Instance #180035 of Verification;180035;Verification;5;Public Works.ProcessOwner;203805;danelle;OPEN;2020-01-09T13:57:13.000Z;2020-03-24T10:35:59.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180035
499;Instance #180037 of Verification;180037;Verification;5;Public Works.ProcessOwner;203807;danelle;OPEN;2020-01-09T13:57:51.000Z;2020-04-06T10:35:44.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180037
500;Instance #180039 of Verification;180039;Verification;5;Public Works.ProcessOwner;203809;danelle;OPEN;2020-01-09T13:58:08.000Z;2020-04-06T10:39:24.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180039
501;Instance #180041 of Verification;180041;Verification;5;Public Works.ProcessOwner;203811;danelle;OPEN;2020-01-09T13:58:28.000Z;2020-04-18T09:06:07.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180041
502;Instance #180043 of Verification;180043;Verification;5;Public Works.ProcessOwner;203813;danelle;OPEN;2020-01-09T13:58:49.000Z;2020-04-10T09:42:36.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180043
503;Instance #180045 of Verification;180045;Verification;5;Public Works.ProcessOwner;203815;danelle;OPEN;2020-01-09T13:59:05.000Z;2020-04-06T10:29:07.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180045
504;Instance #180047 of Verification;180047;Verification;5;Public Works.ProcessOwner;203817;danelle;OPEN;2020-01-09T13:59:35.000Z;2020-04-06T10:36:05.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180047
505;Instance #180049 of Verification;180049;Verification;5;Public Works.ProcessOwner;203819;danelle;OPEN;2020-01-09T14:00:04.000Z;2020-04-06T10:31:54.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180049
506;Instance #180051 of Verification;180051;Verification;5;Public Works.ProcessOwner;203821;danelle;OPEN;2020-01-09T14:01:18.000Z;2020-04-24T08:53:22.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180051
507;Instance #180053 of Verification;180053;Verification;5;Public Works.ProcessOwner;203823;danelle;OPEN;2020-01-09T14:03:22.000Z;2020-04-28T17:38:36.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180053
508;Instance #180055 of Verification;180055;Verification;5;Public Works.ProcessOwner;203825;danelle;OPEN;2020-01-09T14:03:45.000Z;2020-01-09T14:03:45.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180055
509;Instance #180058 of Verification;180058;Verification;5;Public Works.ProcessOwner;203829;danelle;OPEN;2020-01-10T05:56:46.000Z;2020-04-28T18:28:09.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/180058
